date,advances,declines,totalVolume,totalTrades,buy_volume,sell_volume,breadth,breadth_ma5,breadth_momentum,total_vol,buy_ratio,sentiment_shift,volume_ma20,volume_ratio,breadth_vol,sentiment_vol,breadth_lag1,sentiment_lag1,breadth_lag3,sentiment_lag3,breadth_lag5,sentiment_lag5,target
2025-08-22,123,57,1059.993018,190,0.0,0.0,0.36464088397790057,0.032141984113467394,-0.060486946555335375,0.0,0.0,0.0,14741.077263050003,0.07190255478152995,0.42052545100950317,0.0,0.42512783053323594,0.0,-0.6523182353571046,0.0,-0.30328441649196364,0.0,1
2025-08-25,3240,5862,26036.511381,9437,0.0,0.0,-0.2880369109084917,0.09407126738233455,-0.6526777948863922,0.0,0.0,0.0,15996.204182100002,1.627566360010172,0.4276334245691905,0.0,0.36464088397790057,0.0,0.6209427686661314,0.0,-0.5976833272528275,0.0,1
2025-08-25,767,740,3928.944183,2041,0.0,0.0,0.01790450928381963,0.22811581631051941,0.30594142019231135,0.0,0.0,0.0,15926.2538417,0.24668057796086731,0.42726536188574193,0.0,-0.2880369109084917,0.0,0.42512783053323594,0.0,-0.6523182353571046,0.0,1
2025-08-25,91,77,1114.865,182,0.0,0.0,0.08284023668639054,0.12049530991457125,0.0649357274025709,0.0,0.0,0.0,15901.16181735,0.07010776351072157,0.4296316562927851,0.0,0.01790450928381963,0.0,0.36464088397790057,0.0,0.6209427686661314,0.0,1
2025-08-26,111,88,2053.050353,209,0.0,0.0,0.115,0.058469743807924045,0.032159763313609466,0.0,0.0,0.0,14245.012060000003,0.14411404008035072,0.4311159957058143,0.0,0.08284023668639054,0.0,-0.2880369109084917,0.0,0.42512783053323594,0.0,1
2025-08-26,5208,3922,25254.790817,9501,0.0,0.0,0.1408389004490198,0.013709347102147901,0.025838900449019805,0.0,0.0,0.0,14096.1821498,1.7914779385437887,0.4216322886029414,0.0,0.115,0.0,0.01790450928381963,0.0,0.36464088397790057,0.0,0
2025-08-26,899,683,4792.450031,2256,0.0,0.0,0.13644977890082122,0.09860668506401049,-0.0043891215481985935,0.0,0.0,0.0,12556.4553163,0.38164181438728584,0.36114034539641515,0.0,0.1408389004490198,0.0,0.08284023668639054,0.0,-0.2880369109084917,0.0,1
2025-08-27,5407,3776,28504.213662,9562,0.0,0.0,0.17759146341463414,0.1305440758901734,0.04114168451381292,0.0,0.0,0.0,12602.1440831,2.261674822889814,0.24744033558493797,0.0,0.13644977890082122,0.0,0.115,0.0,0.01790450928381963,0.0,0
2025-08-27,765,661,5355.014687,1938,0.0,0.0,0.07288016818500351,0.12855206218989598,-0.10471129522963063,0.0,0.0,0.0,12562.9794794,0.4262196301562036,0.19359547912208125,0.0,0.17759146341463414,0.0,0.1408389004490198,0.0,0.08284023668639054,0.0,1
2025-08-27,88,58,1738.343,161,0.0,0.0,0.20408163265306123,0.14636838872050822,0.13120146446805772,0.0,0.0,0.0,12556.984548700002,0.13842531763426583,0.16613025641112344,0.0,0.07288016818500351,0.0,0.13644977890082122,0.0,0.115,0.0,1
2025-08-28,121,86,1313.126277,220,0.0,0.0,0.16826923076923078,0.15185445478455045,-0.03581240188383045,0.0,0.0,0.0,12527.61191255,0.10481019654576673,0.14146579434183956,0.0,0.20408163265306123,0.0,0.17759146341463414,0.0,0.1408389004490198,0.0,1
